# x1,x2,x3,x4,u
-3.379700088500976562e+01,1.304300022125244141e+01,3.708300018310546875e+01,1.525699996948242188e+01,3.950000047683715820e+00
-3.377500152587890625e+01,8.895000457763671875e+00,3.710800170898437500e+01,9.909000396728515625e+00,3.950000047683715820e+00
-3.376100158691406250e+01,5.140999794006347656e+00,3.712300109863281250e+01,5.118000030517578125e+00,3.950000047683715820e+00
-3.375400161743164062e+01,1.832000017166137695e+00,3.713000106811523438e+01,9.350000023841857910e-01,3.950000047683715820e+00
-3.375299835205078125e+01,-1.001999974250793457e+00,3.712900161743164062e+01,-2.614000082015991211e+00,3.950000047683715820e+00
-3.375699996948242188e+01,-3.352999925613403320e+00,3.712099838256835938e+01,-5.526000022888183594e+00,3.950000047683715820e+00
-3.376499938964843750e+01,-5.224999904632568359e+00,3.710800170898437500e+01,-7.815000057220458984e+00,3.950000047683715820e+00
-3.377700042724609375e+01,-6.638999938964843750e+00,3.709099960327148438e+01,-9.512999534606933594e+00,3.950000047683715820e+00
-3.379100036621093750e+01,-7.625000000000000000e+00,3.707099914550781250e+01,-1.066199970245361328e+01,3.950000047683715820e+00
-3.380599975585937500e+01,-8.222999572753906250e+00,3.704899978637695312e+01,-1.131400012969970703e+01,3.950000047683715820e+00
-3.382300186157226562e+01,-8.477000236511230469e+00,3.702700042724609375e+01,-1.152700042724609375e+01,3.950000047683715820e+00
-3.384000015258789062e+01,-8.434000015258789062e+00,3.700400161743164062e+01,-1.136400032043457031e+01,3.950000047683715820e+00
-3.385599899291992188e+01,-8.144000053405761719e+00,3.698199844360351562e+01,-1.088899993896484375e+01,3.950000047683715820e+00
-3.387099838256835938e+01,-7.655000209808349609e+00,3.696099853515625000e+01,-1.016300010681152344e+01,3.950000047683715820e+00
-3.388600158691406250e+01,-7.013000011444091797e+00,3.694200134277343750e+01,-9.248000144958496094e+00,3.950000047683715820e+00
-3.389899826049804688e+01,-6.263000011444091797e+00,3.692499923706054688e+01,-8.201000213623046875e+00,3.950000047683715820e+00
-3.391099929809570312e+01,-5.442999839782714844e+00,3.690999984741210938e+01,-7.072999954223632812e+00,3.950000047683715820e+00
-3.392100143432617188e+01,-4.590000152587890625e+00,3.689699935913085938e+01,-5.910999774932861328e+00,3.950000047683715820e+00
-3.392900085449218750e+01,-3.733999967575073242e+00,3.688600158691406250e+01,-4.755000114440917969e+00,3.950000047683715820e+00
-3.393600082397460938e+01,-2.901999950408935547e+00,3.687799835205078125e+01,-3.638999938964843750e+00,3.950000047683715820e+00
-3.394100189208984375e+01,-2.112999916076660156e+00,3.687200164794921875e+01,-2.588999986648559570e+00,3.950000047683715820e+00
-3.394400024414062500e+01,-1.386000037193298340e+00,3.686700057983398438e+01,-1.626999974250793457e+00,3.950000047683715820e+00
-3.394599914550781250e+01,-7.310000061988830566e-01,3.686500167846679688e+01,-7.670000195503234863e-01,3.950000047683715820e+00
-3.394699859619140625e+01,-1.580000072717666626e-01,3.686399841308593750e+01,-1.999999955296516418e-02,3.950000047683715820e+00
-3.394699859619140625e+01,3.300000131130218506e-01,3.686500167846679688e+01,6.100000143051147461e-01,3.950000047683715820e+00
-3.394599914550781250e+01,7.319999933242797852e-01,3.686600112915039062e+01,1.121999979019165039e+00,3.950000047683715820e+00
-3.394400024414062500e+01,1.049000024795532227e+00,3.686899948120117188e+01,1.519999980926513672e+00,3.950000047683715820e+00
-3.394200134277343750e+01,1.284999966621398926e+00,3.687200164794921875e+01,1.809999942779541016e+00,3.950000047683715820e+00
-3.393899917602539062e+01,1.445000052452087402e+00,3.687599945068359375e+01,1.998999953269958496e+00,3.950000047683715820e+00
-3.393600082397460938e+01,1.537999987602233887e+00,3.688000106811523438e+01,2.098999977111816406e+00,3.950000047683715820e+00
-3.393299865722656250e+01,1.569000005722045898e+00,3.688499832153320312e+01,2.119999885559082031e+00,3.950000047683715820e+00
-3.393000030517578125e+01,1.549000024795532227e+00,3.688899993896484375e+01,2.073999881744384766e+00,3.950000047683715820e+00
-3.392699813842773438e+01,1.485000014305114746e+00,3.689300155639648438e+01,1.973000049591064453e+00,3.950000047683715820e+00
-3.392399978637695312e+01,1.386000037193298340e+00,3.689699935913085938e+01,1.827999949455261230e+00,3.950000047683715820e+00
-3.392100143432617188e+01,1.261999964714050293e+00,3.690000152587890625e+01,1.651000022888183594e+00,3.950000047683715820e+00
-3.391899871826171875e+01,1.118000030517578125e+00,3.690299987792968750e+01,1.450999975204467773e+00,3.950000047683715820e+00
-3.391600036621093750e+01,9.639999866485595703e-01,3.690599822998046875e+01,1.238999962806701660e+00,3.950000047683715820e+00
-3.391500091552734375e+01,8.040000200271606445e-01,3.690800094604492188e+01,1.023000001907348633e+00,3.950000047683715820e+00
-3.391299819946289062e+01,6.449999809265136719e-01,3.690999984741210938e+01,8.090000152587890625e-01,3.950000047683715820e+00
-3.391199874877929688e+01,4.909999966621398926e-01,3.691199874877929688e+01,6.039999723434448242e-01,3.950000047683715820e+00
-3.391099929809570312e+01,3.449999988079071045e-01,3.691299819946289062e+01,4.120000004768371582e-01,3.950000047683715820e+00
-3.391099929809570312e+01,2.119999974966049194e-01,3.691400146484375000e+01,2.370000034570693970e-01,3.950000047683715820e+00
-3.390999984741210938e+01,9.300000220537185669e-02,3.691400146484375000e+01,8.200000226497650146e-02,3.950000047683715820e+00
-3.390999984741210938e+01,-1.099999994039535522e-02,3.691400146484375000e+01,-5.200000107288360596e-02,3.950000047683715820e+00
-3.390999984741210938e+01,-9.899999946355819702e-02,3.691400146484375000e+01,-1.650000065565109253e-01,3.950000047683715820e+00
-3.390999984741210938e+01,-1.710000038146972656e-01,3.691400146484375000e+01,-2.560000121593475342e-01,3.950000047683715820e+00
-3.391099929809570312e+01,-2.280000001192092896e-01,3.691299819946289062e+01,-3.260000050067901611e-01,3.950000047683715820e+00
-3.391099929809570312e+01,-2.689999938011169434e-01,3.691299819946289062e+01,-3.759999871253967285e-01,3.950000047683715820e+00
-3.391199874877929688e+01,-2.969999909400939941e-01,3.691199874877929688e+01,-4.079999923706054688e-01,3.950000047683715820e+00
-3.391199874877929688e+01,-3.120000064373016357e-01,3.691099929809570312e+01,-4.239999949932098389e-01,3.950000047683715820e+00
-3.391299819946289062e+01,-3.160000145435333252e-01,3.690999984741210938e+01,-4.250000119209289551e-01,3.950000047683715820e+00
-3.391299819946289062e+01,-3.109999895095825195e-01,3.690999984741210938e+01,-4.149999916553497314e-01,3.950000047683715820e+00
-3.391400146484375000e+01,-2.980000078678131104e-01,3.690900039672851562e+01,-3.950000107288360596e-01,3.950000047683715820e+00
-3.391400146484375000e+01,-2.790000140666961670e-01,3.690800094604492188e+01,-3.670000135898590088e-01,3.950000047683715820e+00
-3.391500091552734375e+01,-2.549999952316284180e-01,3.690700149536132812e+01,-3.339999914169311523e-01,3.950000047683715820e+00
-3.391500091552734375e+01,-2.280000001192092896e-01,3.690700149536132812e+01,-2.960000038146972656e-01,3.950000047683715820e+00
-3.391600036621093750e+01,-2.000000029802322388e-01,3.690599822998046875e+01,-2.569999992847442627e-01,3.950000047683715820e+00
-3.391600036621093750e+01,-1.700000017881393433e-01,3.690599822998046875e+01,-2.169999927282333374e-01,3.950000047683715820e+00
-3.391600036621093750e+01,-1.410000026226043701e-01,3.690599822998046875e+01,-1.780000030994415283e-01,3.950000047683715820e+00
-3.391600036621093750e+01,-1.129999980330467224e-01,3.690499877929687500e+01,-1.400000005960464478e-01,3.950000047683715820e+00
-3.391699981689453125e+01,-8.699999749660491943e-02,3.690499877929687500e+01,-1.059999987483024597e-01,3.950000047683715820e+00
-3.391699981689453125e+01,-6.199999898672103882e-02,3.690499877929687500e+01,-7.400000095367431641e-02,3.950000047683715820e+00
-3.391699981689453125e+01,-4.100000113248825073e-02,3.690499877929687500e+01,-4.600000008940696716e-02,3.950000047683715820e+00
-3.391699981689453125e+01,-2.199999988079071045e-02,3.690499877929687500e+01,-2.199999988079071045e-02,3.950000047683715820e+00
-3.391699981689453125e+01,-7.000000216066837311e-03,3.690499877929687500e+01,-2.000000094994902611e-03,3.950000047683715820e+00
-3.391699981689453125e+01,6.000000052154064178e-03,3.690499877929687500e+01,1.400000043213367462e-02,3.950000047683715820e+00
-3.391699981689453125e+01,1.600000075995922089e-02,3.690499877929687500e+01,2.600000053644180298e-02,3.950000047683715820e+00
-3.391699981689453125e+01,2.300000004470348358e-02,3.690499877929687500e+01,3.500000014901161194e-02,3.950000047683715820e+00
-3.391600036621093750e+01,2.800000086426734924e-02,3.690499877929687500e+01,3.999999910593032837e-02,3.950000047683715820e+00
-3.391600036621093750e+01,2.999999932944774628e-02,3.690599822998046875e+01,4.300000146031379700e-02,3.950000047683715820e+00
-3.391600036621093750e+01,2.999999932944774628e-02,3.690599822998046875e+01,4.199999943375587463e-02,3.950000047683715820e+00
-3.391600036621093750e+01,2.899999916553497314e-02,3.690599822998046875e+01,3.999999910593032837e-02,3.950000047683715820e+00
-3.391600036621093750e+01,2.600000053644180298e-02,3.690599822998046875e+01,3.599999845027923584e-02,3.950000047683715820e+00
-3.391600036621093750e+01,2.300000004470348358e-02,3.690599822998046875e+01,3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,1.799999922513961792e-02,3.690599822998046875e+01,2.400000020861625671e-02,3.950000047683715820e+00
-3.391600036621093750e+01,1.300000026822090149e-02,3.690599822998046875e+01,1.700000092387199402e-02,3.950000047683715820e+00
-3.391600036621093750e+01,8.000000379979610443e-03,3.690599822998046875e+01,9.999999776482582092e-03,3.950000047683715820e+00
-3.391600036621093750e+01,2.000000094994902611e-03,3.690700149536132812e+01,3.000000026077032089e-03,3.950000047683715820e+00
-3.391600036621093750e+01,-3.000000026077032089e-03,3.690700149536132812e+01,-4.000000189989805222e-03,3.950000047683715820e+00
-3.391600036621093750e+01,-8.000000379979610443e-03,3.690700149536132812e+01,-1.099999994039535522e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-1.300000026822090149e-02,3.690700149536132812e+01,-1.799999922513961792e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-1.700000092387199402e-02,3.690700149536132812e+01,-2.300000004470348358e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.099999971687793732e-02,3.690700149536132812e+01,-2.800000086426734924e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690700149536132812e+01,-3.299999982118606567e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.700000070035457611e-02,3.690700149536132812e+01,-3.599999845027923584e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.899999916553497314e-02,3.690700149536132812e+01,-3.900000080466270447e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-3.099999949336051941e-02,3.690700149536132812e+01,-4.100000113248825073e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-3.200000151991844177e-02,3.690700149536132812e+01,-4.300000146031379700e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-3.299999982118606567e-02,3.690700149536132812e+01,-4.399999976158142090e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-3.400000184774398804e-02,3.690700149536132812e+01,-4.399999976158142090e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-3.400000184774398804e-02,3.690700149536132812e+01,-4.399999976158142090e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-3.299999982118606567e-02,3.690700149536132812e+01,-4.300000146031379700e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-3.299999982118606567e-02,3.690599822998046875e+01,-4.300000146031379700e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-3.200000151991844177e-02,3.690599822998046875e+01,-4.100000113248825073e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-3.099999949336051941e-02,3.690599822998046875e+01,-3.999999910593032837e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.999999932944774628e-02,3.690599822998046875e+01,-3.900000080466270447e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.899999916553497314e-02,3.690599822998046875e+01,-3.799999877810478210e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.800000086426734924e-02,3.690599822998046875e+01,-3.599999845027923584e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.700000070035457611e-02,3.690599822998046875e+01,-3.500000014901161194e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.600000053644180298e-02,3.690599822998046875e+01,-3.400000184774398804e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.500000037252902985e-02,3.690599822998046875e+01,-3.299999982118606567e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.500000037252902985e-02,3.690599822998046875e+01,-3.200000151991844177e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.300000004470348358e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.300000004470348358e-02,3.690599822998046875e+01,-2.899999916553497314e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.300000004470348358e-02,3.690599822998046875e+01,-2.899999916553497314e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.199999988079071045e-02,3.690599822998046875e+01,-2.800000086426734924e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.199999988079071045e-02,3.690599822998046875e+01,-2.800000086426734924e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.199999988079071045e-02,3.690599822998046875e+01,-2.800000086426734924e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.199999988079071045e-02,3.690599822998046875e+01,-2.800000086426734924e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.199999988079071045e-02,3.690599822998046875e+01,-2.800000086426734924e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.199999988079071045e-02,3.690599822998046875e+01,-2.800000086426734924e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.199999988079071045e-02,3.690599822998046875e+01,-2.800000086426734924e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.199999988079071045e-02,3.690599822998046875e+01,-2.800000086426734924e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.199999988079071045e-02,3.690599822998046875e+01,-2.899999916553497314e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.199999988079071045e-02,3.690599822998046875e+01,-2.899999916553497314e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.300000004470348358e-02,3.690599822998046875e+01,-2.899999916553497314e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.300000004470348358e-02,3.690599822998046875e+01,-2.899999916553497314e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.300000004470348358e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.300000004470348358e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.300000004470348358e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.300000004470348358e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-3.099999949336051941e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
-3.391600036621093750e+01,-2.400000020861625671e-02,3.690599822998046875e+01,-2.999999932944774628e-02,3.950000047683715820e+00
